Entity,Code,Year,Renewables
Morocco,MAR,1980,-0.186
Morocco,MAR,1981,-1.364
Morocco,MAR,1982,-1.256
Morocco,MAR,1983,-0.253
Morocco,MAR,1984,-0.319
Morocco,MAR,1985,0.333
Morocco,MAR,1986,0.436
Morocco,MAR,1987,0.506
Morocco,MAR,1988,0.308
Morocco,MAR,1989,0.614
Morocco,MAR,1990,0.175
Morocco,MAR,1991,0.017
Morocco,MAR,1992,-0.728
Morocco,MAR,1993,-1.447
Morocco,MAR,1994,1.103
Morocco,MAR,1995,-0.636
Morocco,MAR,1996,3.739
Morocco,MAR,1997,0.35
Morocco,MAR,1998,-0.85
Morocco,MAR,1999,-2.644
Morocco,MAR,2000,-0.119
Morocco,MAR,2001,0.775
Morocco,MAR,2002,-0.107
Morocco,MAR,2003,1.64
Morocco,MAR,2004,0.366
Morocco,MAR,2005,-1.696
Morocco,MAR,2006,-0.034
Morocco,MAR,2007,0.021
Morocco,MAR,2008,0.068
Morocco,MAR,2009,4.559
Morocco,MAR,2010,2.996
Morocco,MAR,2011,-3.769
Morocco,MAR,2012,-0.915
Morocco,MAR,2013,4.164
Morocco,MAR,2014,-1.178
Morocco,MAR,2015,2.093
Morocco,MAR,2016,0.556
Morocco,MAR,2017,-0.125
Morocco,MAR,2018,4.529
Morocco,MAR,2019,2.563
Morocco,MAR,2020,1.349
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,2.231
Netherlands,NLD,1976,0.192
Netherlands,NLD,1977,-0.014
Netherlands,NLD,1978,0.956
Netherlands,NLD,1979,-0.292
Netherlands,NLD,1980,-0.228
Netherlands,NLD,1981,0.169
Netherlands,NLD,1982,-2.278
Netherlands,NLD,1983,-0.094
Netherlands,NLD,1984,-0.594
Netherlands,NLD,1985,1.186
Netherlands,NLD,1986,0.314
Netherlands,NLD,1987,0.411
Netherlands,NLD,1988,0.411
Netherlands,NLD,1989,0.297
Netherlands,NLD,1990,-0.414
Netherlands,NLD,1991,0.364
Netherlands,NLD,1992,0.217
Netherlands,NLD,1993,0.306
Netherlands,NLD,1994,0.408
Netherlands,NLD,1995,0.406
Netherlands,NLD,1996,1.144
Netherlands,NLD,1997,0.547
Netherlands,NLD,1998,0.872
Netherlands,NLD,1999,0.508
Netherlands,NLD,2000,1.287
Netherlands,NLD,2001,0.832
Netherlands,NLD,2002,1.767
Netherlands,NLD,2003,-0.1
Netherlands,NLD,2004,3.592
Netherlands,NLD,2005,5.679
Netherlands,NLD,2006,1.95
Netherlands,NLD,2007,1.97
Netherlands,NLD,2008,4.323
Netherlands,NLD,2009,4.422
Netherlands,NLD,2010,-0.858
Netherlands,NLD,2011,4.711
Netherlands,NLD,2012,0.052
Netherlands,NLD,2013,-0.908
Netherlands,NLD,2014,-1.512
Netherlands,NLD,2015,5.368
Netherlands,NLD,2016,2.323
Netherlands,NLD,2017,6.986
Netherlands,NLD,2018,4.658
Netherlands,NLD,2019,11.373
Netherlands,NLD,2020,25.523
New Zealand,NZL,1966,2.216
New Zealand,NZL,1967,0.529
New Zealand,NZL,1968,1.982
New Zealand,NZL,1969,-0.292
New Zealand,NZL,1970,2.723
New Zealand,NZL,1971,4.74
New Zealand,NZL,1972,2.421
New Zealand,NZL,1973,-0.505
New Zealand,NZL,1974,1.692
New Zealand,NZL,1975,4.172
New Zealand,NZL,1976,-3.378
New Zealand,NZL,1977,-2.377
New Zealand,NZL,1978,2.674
New Zealand,NZL,1979,7.39
New Zealand,NZL,1980,2.82
New Zealand,NZL,1981,0.784
New Zealand,NZL,1982,-3.739
New Zealand,NZL,1983,4.071
New Zealand,NZL,1984,2.159
New Zealand,NZL,1985,-2.214
New Zealand,NZL,1986,6.841
New Zealand,NZL,1987,-0.484
New Zealand,NZL,1988,2.899
New Zealand,NZL,1989,0.248
New Zealand,NZL,1990,2.706
New Zealand,NZL,1991,-0.317
New Zealand,NZL,1992,-5.07
New Zealand,NZL,1993,7.007
New Zealand,NZL,1994,6.105
New Zealand,NZL,1995,4.563
New Zealand,NZL,1996,-3.891
New Zealand,NZL,1997,-7.854
New Zealand,NZL,1998,6.771
New Zealand,NZL,1999,-5.998
New Zealand,NZL,2000,4.908
New Zealand,NZL,2001,-8.535
New Zealand,NZL,2002,7.996
New Zealand,NZL,2003,-4.108
New Zealand,NZL,2004,10.192
New Zealand,NZL,2005,-9.257
New Zealand,NZL,2006,0.907
New Zealand,NZL,2007,1.05
New Zealand,NZL,2008,-1.839
New Zealand,NZL,2009,7.352
New Zealand,NZL,2010,3.917
New Zealand,NZL,2011,2.205
New Zealand,NZL,2012,-5.691
New Zealand,NZL,2013,0.569
New Zealand,NZL,2014,5.26
New Zealand,NZL,2015,1.933
New Zealand,NZL,2016,2.906
New Zealand,NZL,2017,-3.516
New Zealand,NZL,2018,2.67
New Zealand,NZL,2019,-1.377
New Zealand,NZL,2020,-3.398
Non-OECD,,1966,54.161
Non-OECD,,1967,5.078
Non-OECD,,1968,88.571
Non-OECD,,1969,68.933
Non-OECD,,1970,81.842
Non-OECD,,1971,49.995
Non-OECD,,1972,51.475
Non-OECD,,1973,45.442
Non-OECD,,1974,105.088
Non-OECD,,1975,46.5
Non-OECD,,1976,86.598
Non-OECD,,1977,115.893
Non-OECD,,1978,142.964
Non-OECD,,1979,99.179
Non-OECD,,1980,125.687
Non-OECD,,1981,63.804
Non-OECD,,1982,5.829
Non-OECD,,1983,76.966
Non-OECD,,1984,168.925
Non-OECD,,1985,109.541
Non-OECD,,1986,91.455
Non-OECD,,1987,69.544
Non-OECD,,1988,139.382
Non-OECD,,1989,63.039
Non-OECD,,1990,182.477
Non-OECD,,1991,104.406
Non-OECD,,1992,34.89
Non-OECD,,1993,155.354
Non-OECD,,1994,173.043
Non-OECD,,1995,129.231
Non-OECD,,1996,3.709
Non-OECD,,1997,67.385
Non-OECD,,1998,156.172
Non-OECD,,1999,31.882
Non-OECD,,2000,120.808
Non-OECD,,2001,70.939
Non-OECD,,2002,70.393
Non-OECD,,2003,41.639
Non-OECD,,2004,443.422
Non-OECD,,2005,219.625
Non-OECD,,2006,238.818
Non-OECD,,2007,270.067
Non-OECD,,2008,399.062
Non-OECD,,2009,100.532
Non-OECD,,2010,491.427
Non-OECD,,2011,144.126
Non-OECD,,2012,479.391
Non-OECD,,2013,509.369
Non-OECD,,2014,497.937
Non-OECD,,2015,205.981
Non-OECD,,2016,564.62
Non-OECD,,2017,537.014
Non-OECD,,2018,663.949
Non-OECD,,2019,663.547
Non-OECD,,2020,450.366
North Macedonia,MKD,1991,0.992
North Macedonia,MKD,1992,0
North Macedonia,MKD,1993,-0.906
North Macedonia,MKD,1994,0.481
North Macedonia,MKD,1995,0.294
North Macedonia,MKD,1996,0.136
North Macedonia,MKD,1997,0.139
North Macedonia,MKD,1998,0.508
North Macedonia,MKD,1999,0.85
North Macedonia,MKD,2000,-0.608
North Macedonia,MKD,2001,-1.522
North Macedonia,MKD,2002,0.348
North Macedonia,MKD,2003,1.668
North Macedonia,MKD,2004,0.269
North Macedonia,MKD,2005,0.002
North Macedonia,MKD,2006,0.397
North Macedonia,MKD,2007,-1.728
North Macedonia,MKD,2008,-0.465
North Macedonia,MKD,2009,1.114
North Macedonia,MKD,2010,3.007
North Macedonia,MKD,2011,-2.622
North Macedonia,MKD,2012,-1.028
North Macedonia,MKD,2013,1.39
North Macedonia,MKD,2014,-0.791
North Macedonia,MKD,2015,1.845
North Macedonia,MKD,2016,0.065
North Macedonia,MKD,2017,-1.957
North Macedonia,MKD,2018,1.645
North Macedonia,MKD,2019,-1.558
North Macedonia,MKD,2020,0.311
Norway,NOR,1966,-1.967
Norway,NOR,1967,12.658
Norway,NOR,1968,19.178
Norway,NOR,1969,-7.872
Norway,NOR,1970,1.214
Norway,NOR,1971,15.103
Norway,NOR,1972,11.589
Norway,NOR,1973,15.139
Norway,NOR,1974,10.361
Norway,NOR,1975,2.036
Norway,NOR,1976,12.786
Norway,NOR,1977,-27.531
Norway,NOR,1978,24.122
Norway,NOR,1979,22.2
Norway,NOR,1980,-14.125
Norway,NOR,1981,25.614
Norway,NOR,1982,-0.931
Norway,NOR,1983,36.636
Norway,NOR,1984,0.597
Norway,NOR,1985,-9.764
Norway,NOR,1986,-17.114
Norway,NOR,1987,19.631
Norway,NOR,1988,15.528
Norway,NOR,1989,26.514
Norway,NOR,1990,8.136
Norway,NOR,1991,-30.597
Norway,NOR,1992,18.208
Norway,NOR,1993,7.161
Norway,NOR,1994,-21.008
Norway,NOR,1995,27.517
Norway,NOR,1996,-49.039
Norway,NOR,1997,16.253
Norway,NOR,1998,16.547
Norway,NOR,1999,16.017
Norway,NOR,2000,56.584
Norway,NOR,2001,-61.504
Norway,NOR,2002,22.292
Norway,NOR,2003,-66.656
Norway,NOR,2004,7.282
Norway,NOR,2005,71.098
Norway,NOR,2006,-45.436
Norway,NOR,2007,36.613
Norway,NOR,2008,12.082
Norway,NOR,2009,-38.666
Norway,NOR,2010,-24.234
Norway,NOR,2011,8.336
Norway,NOR,2012,53.978
Norway,NOR,2013,-35.973
Norway,NOR,2014,17.048
Norway,NOR,2015,3.377
Norway,NOR,2016,9.733
Norway,NOR,2017,-1.471
Norway,NOR,2018,-6.907
Norway,NOR,2019,-31.28
Norway,NOR,2020,48.71
OECD,,1966,119.284
OECD,,1967,56.328
OECD,,1968,66.096
OECD,,1969,107.712
OECD,,1970,71.879
OECD,,1971,101.681
OECD,,1972,113.979
OECD,,1973,11.744
OECD,,1974,256.382
OECD,,1975,3.916
OECD,,1976,-91.536
OECD,,1977,24.77
OECD,,1978,204.604
OECD,,1979,134.172
OECD,,1980,-15.454
OECD,,1981,50.142
OECD,,1982,105.919
OECD,,1983,155.048
OECD,,1984,30
OECD,,1985,2.146
OECD,,1986,4.828
OECD,,1987,22.818
OECD,,1988,48.918
OECD,,1989,-58.907
OECD,,1990,154.844
OECD,,1991,57.119
OECD,,1992,-11.252
OECD,,1993,231.225
OECD,,1994,-102.524
OECD,,1995,254.353
OECD,,1996,102.721
OECD,,1997,101.988
OECD,,1998,-64.137
OECD,,1999,60.91
OECD,,2000,58.326
OECD,,2001,-278.217
OECD,,2002,119.608
OECD,,2003,-22.655
OECD,,2004,168.864
OECD,,2005,127.956
OECD,,2006,187.325
OECD,,2007,70.057
OECD,,2008,347.745
OECD,,2009,125.909
OECD,,2010,340.865
OECD,,2011,374.273
OECD,,2012,271.312
OECD,,2013,300.209
OECD,,2014,156.839
OECD,,2015,282.636
OECD,,2016,272.262
OECD,,2017,342.199
OECD,,2018,334.227
OECD,,2019,242.116
OECD,,2020,484.073
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0.003
Oman,OMN,2014,0
Oman,OMN,2015,0.006
Oman,OMN,2016,0.001
Oman,OMN,2017,0.028
Oman,OMN,2018,0
Oman,OMN,2019,0.002
Oman,OMN,2020,0.467
Pakistan,PAK,1966,0
Pakistan,PAK,1967,1.129
Pakistan,PAK,1968,1.461
Pakistan,PAK,1969,0.479
Pakistan,PAK,1970,-1.056
Pakistan,PAK,1971,2.48
Pakistan,PAK,1972,0.552
Pakistan,PAK,1973,0.614
Pakistan,PAK,1974,0.061
Pakistan,PAK,1975,1.78
Pakistan,PAK,1976,1.166
Pakistan,PAK,1977,2.774
Pakistan,PAK,1978,4.235
Pakistan,PAK,1979,1.768
Pakistan,PAK,1980,1.142
Pakistan,PAK,1981,1.093
Pakistan,PAK,1982,3.229
Pakistan,PAK,1983,4.591
Pakistan,PAK,1984,1.228
Pakistan,PAK,1985,1.35
Pakistan,PAK,1986,-1.584
Pakistan,PAK,1987,10.889
Pakistan,PAK,1988,2.197
Pakistan,PAK,1989,0.773
Pakistan,PAK,1990,-0.994
Pakistan,PAK,1991,3.327
Pakistan,PAK,1992,4.616
Pakistan,PAK,1993,5.524
Pakistan,PAK,1994,-1.129
Pakistan,PAK,1995,3.388
Pakistan,PAK,1996,5.696
Pakistan,PAK,1997,-17.641
Pakistan,PAK,1998,15.726
Pakistan,PAK,1999,-7.231
Pakistan,PAK,2000,-8.388
Pakistan,PAK,2001,1.54
Pakistan,PAK,2002,5.731
Pakistan,PAK,2003,11.23
Pakistan,PAK,2004,4.032
Pakistan,PAK,2005,8.697
Pakistan,PAK,2006,-1.719
Pakistan,PAK,2007,3.288
Pakistan,PAK,2008,-11.975
Pakistan,PAK,2009,3.255
Pakistan,PAK,2010,2.333
Pakistan,PAK,2011,1.593
Pakistan,PAK,2012,-51.455
Pakistan,PAK,2013,53.471
Pakistan,PAK,2014,2.428
Pakistan,PAK,2015,1.772
Pakistan,PAK,2016,7.18
Pakistan,PAK,2017,-6.858
Pakistan,PAK,2018,0.817
Pakistan,PAK,2019,16.533
Pakistan,PAK,2020,8.597
Peru,PER,1966,0.561
Peru,PER,1967,0.947
Peru,PER,1968,0.644
Peru,PER,1969,0.836
Peru,PER,1970,-0.458
Peru,PER,1971,2.714
Peru,PER,1972,0.414
Peru,PER,1973,0.936
Peru,PER,1974,1.342
Peru,PER,1975,0.697
Peru,PER,1976,0.847
Peru,PER,1977,0.636
Peru,PER,1978,0.389
Peru,PER,1979,1.275
Peru,PER,1980,0.636
Peru,PER,1981,2.714
Peru,PER,1982,1.319
Peru,PER,1983,-0.819
Peru,PER,1984,1.647
Peru,PER,1985,1.961
Peru,PER,1986,1.842
Peru,PER,1987,2.222
Peru,PER,1988,-1.264
Peru,PER,1989,0.258
Peru,PER,1990,-0.131
Peru,PER,1991,2.833
Peru,PER,1992,-5.008
Peru,PER,1993,5.794
Peru,PER,1994,2.661
Peru,PER,1995,0.593
Peru,PER,1996,1.059
Peru,PER,1997,-0.255
Peru,PER,1998,1.571
Peru,PER,1999,2.071
Peru,PER,2000,4.596
Peru,PER,2001,3.691
Peru,PER,2002,0.913
Peru,PER,2003,1.052
Peru,PER,2004,-3.171
Peru,PER,2005,1.437
Peru,PER,2006,4.013
Peru,PER,2007,-0.271
Peru,PER,2008,-1.507
Peru,PER,2009,1.897
Peru,PER,2010,0.614
Peru,PER,2011,3.576
Peru,PER,2012,1.009
Peru,PER,2013,1.482
Peru,PER,2014,0.864
Peru,PER,2015,3.331
Peru,PER,2016,0.272
Peru,PER,2017,12.691
Peru,PER,2018,5.755
Peru,PER,2019,2.186
Peru,PER,2020,-1.859
Philippines,PHL,1966,-0.083
Philippines,PHL,1967,0.444
Philippines,PHL,1968,0.111
Philippines,PHL,1969,0.264
Philippines,PHL,1970,0.783
Philippines,PHL,1971,-0.456
Philippines,PHL,1972,0.761
Philippines,PHL,1973,0.464
Philippines,PHL,1974,-0.897
Philippines,PHL,1975,0.614
Philippines,PHL,1976,1.453
Philippines,PHL,1977,-1.889
Philippines,PHL,1978,1.942
Philippines,PHL,1979,1.955
Philippines,PHL,1980,5.691
Philippines,PHL,1981,5.751
Philippines,PHL,1982,0.121
Philippines,PHL,1983,3.395
Philippines,PHL,1984,4.815
Philippines,PHL,1985,2.385
Philippines,PHL,1986,0.264
Philippines,PHL,1987,-4.02
Philippines,PHL,1988,3.733
Philippines,PHL,1989,1.944
Philippines,PHL,1990,-0.636
Philippines,PHL,1991,-2.93
Philippines,PHL,1992,-2.119
Philippines,PHL,1993,1.547
Philippines,PHL,1994,4.125
Philippines,PHL,1995,0.514
Philippines,PHL,1996,3.325
Philippines,PHL,1997,-0.717
Philippines,PHL,1998,1.872
Philippines,PHL,1999,12.372
Philippines,PHL,2000,2.753
Philippines,PHL,2001,-5.536
Philippines,PHL,2002,-1.054
Philippines,PHL,2003,0.832
Philippines,PHL,2004,2.893
Philippines,PHL,2005,-1.846
Philippines,PHL,2006,5.44
Philippines,PHL,2007,-4.65
Philippines,PHL,2008,4.416
Philippines,PHL,2009,-1.483
Philippines,PHL,2010,-6.499
Philippines,PHL,2011,4.956
Philippines,PHL,2012,2.05
Philippines,PHL,2013,-2.521
Philippines,PHL,2014,-0.543
Philippines,PHL,2015,2.618
Philippines,PHL,2016,2.242
Philippines,PHL,2017,2.698
Philippines,PHL,2018,0.002
Philippines,PHL,2019,-3.387
Philippines,PHL,2020,-1.275
Poland,POL,1966,0.033
Poland,POL,1967,0.186
Poland,POL,1968,0.142
Poland,POL,1969,-0.439
Poland,POL,1970,2.6
Poland,POL,1971,-0.444
Poland,POL,1972,0.05
Poland,POL,1973,-0.025
Poland,POL,1974,1.883
Poland,POL,1975,-0.433
Poland,POL,1976,-1.036
Poland,POL,1977,1.094
Poland,POL,1978,-0.025
Poland,POL,1979,-0.461
Poland,POL,1980,1.528
Poland,POL,1981,-0.531
Poland,POL,1982,-1.65
Poland,POL,1983,0.625
Poland,POL,1984,-0.789
Poland,POL,1985,1.378
Poland,POL,1986,-0.922
Poland,POL,1987,-0.175
Poland,POL,1988,0.092
Poland,POL,1989,-0.486
Poland,POL,1990,-0.667
Poland,POL,1991,0.1
Poland,POL,1992,0.306
Poland,POL,1993,-0.192
Poland,POL,1994,0.653
Poland,POL,1995,0.475
Poland,POL,1996,0.303
Poland,POL,1997,0.189
Poland,POL,1998,1.114
Poland,POL,1999,-0.503
Poland,POL,2000,-0.056
Poland,POL,2001,1.203
Poland,POL,2002,-0.093
Poland,POL,2003,-1.13
Poland,POL,2004,2.021
Poland,POL,2005,2.442
Poland,POL,2006,1.594
Poland,POL,2007,3.024
Poland,POL,2008,6.972
Poland,POL,2009,7.46
Poland,POL,2010,5.846
Poland,POL,2011,6.107
Poland,POL,2012,10.29
Poland,POL,2013,-0.014
Poland,POL,2014,6.393
Poland,POL,2015,5.858
Poland,POL,2016,-2.025
Poland,POL,2017,4.894
Poland,POL,2018,-3.008
Poland,POL,2019,10.152
Poland,POL,2020,4.759
Portugal,PRT,1966,3.594
Portugal,PRT,1967,0.547
Portugal,PRT,1968,-0.714
Portugal,PRT,1969,3.264
Portugal,PRT,1970,-1.669
Portugal,PRT,1971,0.897
Portugal,PRT,1972,2.461
Portugal,PRT,1973,0.906
Portugal,PRT,1974,1.342
Portugal,PRT,1975,-3.783
Portugal,PRT,1976,-4.525
Portugal,PRT,1977,14.397
Portugal,PRT,1978,2.342
Portugal,PRT,1979,1.189
Portugal,PRT,1980,-8.711
Portugal,PRT,1981,-8.347
Portugal,PRT,1982,5.4
Portugal,PRT,1983,3.214
Portugal,PRT,1984,4.742
Portugal,PRT,1985,3.064
Portugal,PRT,1986,-5.892
Portugal,PRT,1987,1.797
Portugal,PRT,1988,8.664
Portugal,PRT,1989,-17.789
Portugal,PRT,1990,9.358
Portugal,PRT,1991,0.017
Portugal,PRT,1992,-12
Portugal,PRT,1993,10.88
Portugal,PRT,1994,6.079
Portugal,PRT,1995,-6.258
Portugal,PRT,1996,17.783
Portugal,PRT,1997,-4.333
Portugal,PRT,1998,-0.218
Portugal,PRT,1999,-15.289
Portugal,PRT,2000,11.723
Portugal,PRT,2001,7.697
Portugal,PRT,2002,-16.756
Portugal,PRT,2003,21.55
Portugal,PRT,2004,-14.889
Portugal,PRT,2005,-11.21
Portugal,PRT,2006,20.491
Portugal,PRT,2007,1.895
Portugal,PRT,2008,-4.27
Portugal,PRT,2009,10.355
Portugal,PRT,2010,27.128
Portugal,PRT,2011,-11.675
Portugal,PRT,2012,-12.915
Portugal,PRT,2013,25.512
Portugal,PRT,2014,4.884
Portugal,PRT,2015,-17.815
Portugal,PRT,2016,18.67
Portugal,PRT,2017,-24.997
Portugal,PRT,2018,16.954
Portugal,PRT,2019,-5.213
Portugal,PRT,2020,7.088
Qatar,QAT,1966,0
Qatar,QAT,1967,0
Qatar,QAT,1968,0
Qatar,QAT,1969,0
Qatar,QAT,1970,0
Qatar,QAT,1971,0
Qatar,QAT,1972,0
Qatar,QAT,1973,0
Qatar,QAT,1974,0
Qatar,QAT,1975,0
Qatar,QAT,1976,0
Qatar,QAT,1977,0
Qatar,QAT,1978,0
Qatar,QAT,1979,0
Qatar,QAT,1980,0
Qatar,QAT,1981,0
Qatar,QAT,1982,0
Qatar,QAT,1983,0
Qatar,QAT,1984,0
Qatar,QAT,1985,0
Qatar,QAT,1986,0
Qatar,QAT,1987,0
Qatar,QAT,1988,0
Qatar,QAT,1989,0
Qatar,QAT,1990,0
Qatar,QAT,1991,0
Qatar,QAT,1992,0
Qatar,QAT,1993,0
Qatar,QAT,1994,0
Qatar,QAT,1995,0
Qatar,QAT,1996,0
Qatar,QAT,1997,0
Qatar,QAT,1998,0
Qatar,QAT,1999,0
Qatar,QAT,2000,0
Qatar,QAT,2001,0
Qatar,QAT,2002,0
Qatar,QAT,2003,0
Qatar,QAT,2004,0
Qatar,QAT,2005,0
Qatar,QAT,2006,0
Qatar,QAT,2007,0
Qatar,QAT,2008,0
Qatar,QAT,2009,0
Qatar,QAT,2010,0
Qatar,QAT,2011,0.3
Qatar,QAT,2012,-0.002
Qatar,QAT,2013,0.005
Qatar,QAT,2014,0.005
Qatar,QAT,2015,-0.002
Qatar,QAT,2016,0.003
Qatar,QAT,2017,-0.002
Qatar,QAT,2018,-0.002
Qatar,QAT,2019,-0.001
Qatar,QAT,2020,-0.001
Romania,ROU,1966,0.083
Romania,ROU,1967,1.225
Romania,ROU,1968,0.239
Romania,ROU,1969,1.819
Romania,ROU,1970,1.544
Romania,ROU,1971,4.783
Romania,ROU,1972,7.911
Romania,ROU,1973,0.567
Romania,ROU,1974,2.581
Romania,ROU,1975,2.458
Romania,ROU,1976,-3.483
Romania,ROU,1977,3.439
Romania,ROU,1978,3.525
Romania,ROU,1979,2.014
Romania,ROU,1980,3.606
Romania,ROU,1981,0.278
Romania,ROU,1982,-2.453
Romania,ROU,1983,-5.044
Romania,ROU,1984,3.578
Romania,ROU,1985,3.853
Romania,ROU,1986,-5.286
Romania,ROU,1987,1.108
Romania,ROU,1988,9.908
Romania,ROU,1989,-3.05
Romania,ROU,1990,-6.292
Romania,ROU,1991,8.819
Romania,ROU,1992,-8.017
Romania,ROU,1993,2.964
Romania,ROU,1994,0.769
Romania,ROU,1995,10.131
Romania,ROU,1996,-2.606
Romania,ROU,1997,4.903
Romania,ROU,1998,3.806
Romania,ROU,1999,-1.667
Romania,ROU,2000,-9.756
Romania,ROU,2001,0.134
Romania,ROU,2002,2.822
Romania,ROU,2003,-7.875
Romania,ROU,2004,8.581
Romania,ROU,2005,9.659
Romania,ROU,2006,-5.292
Romania,ROU,2007,-6.568
Romania,ROU,2008,2.956
Romania,ROU,2009,-4.662
Romania,ROU,2010,12.129
Romania,ROU,2011,-10.658
Romania,ROU,2012,-3.831
Romania,ROU,2013,12.722
Romania,ROU,2014,12.576
Romania,ROU,2015,2.541
Romania,ROU,2016,1.537
Romania,ROU,2017,-7.116
Romania,ROU,2018,4.397
Romania,ROU,2019,-4.098
Romania,ROU,2020,-1.003
Russia,RUS,1986,12.792
Russia,RUS,1987,-5.009
Russia,RUS,1988,-4.456
Russia,RUS,1989,-3.327
Russia,RUS,1990,19.957
Russia,RUS,1991,3.468
Russia,RUS,1992,12.494
Russia,RUS,1993,4.7
Russia,RUS,1994,4.55
Russia,RUS,1995,0.909
Russia,RUS,1996,-60.967
Russia,RUS,1997,8.681
Russia,RUS,1998,2.956
Russia,RUS,1999,5.542
Russia,RUS,2000,10.019
Russia,RUS,2001,24.248
Russia,RUS,2002,-35.077
Russia,RUS,2003,-20.042
Russia,RUS,2004,51.674
Russia,RUS,2005,-11.261
Russia,RUS,2006,-0.985
Russia,RUS,2007,7.031
Russia,RUS,2008,-35.298
Russia,RUS,2009,22.036
Russia,RUS,2010,-22.824
Russia,RUS,2011,-11.481
Russia,RUS,2012,-1.674
Russia,RUS,2013,42.724
Russia,RUS,2014,-21.726
Russia,RUS,2015,-15.912
Russia,RUS,2016,39.508
Russia,RUS,2017,-1.019
Russia,RUS,2018,11.289
Russia,RUS,2019,8.625
Russia,RUS,2020,46.952
Saudi Arabia,SAU,1966,0
Saudi Arabia,SAU,1967,0
Saudi Arabia,SAU,1968,0
Saudi Arabia,SAU,1969,0
Saudi Arabia,SAU,1970,0
Saudi Arabia,SAU,1971,0
Saudi Arabia,SAU,1972,0
Saudi Arabia,SAU,1973,0
Saudi Arabia,SAU,1974,0
Saudi Arabia,SAU,1975,0
Saudi Arabia,SAU,1976,0
Saudi Arabia,SAU,1977,0
Saudi Arabia,SAU,1978,0
Saudi Arabia,SAU,1979,0
Saudi Arabia,SAU,1980,0
Saudi Arabia,SAU,1981,0
Saudi Arabia,SAU,1982,0
Saudi Arabia,SAU,1983,0
Saudi Arabia,SAU,1984,0
Saudi Arabia,SAU,1985,0
Saudi Arabia,SAU,1986,0
Saudi Arabia,SAU,1987,0
Saudi Arabia,SAU,1988,0
Saudi Arabia,SAU,1989,0
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Saudi Arabia,SAU,2000,0
Saudi Arabia,SAU,2001,0
Saudi Arabia,SAU,2002,0
Saudi Arabia,SAU,2003,0
Saudi Arabia,SAU,2004,0
Saudi Arabia,SAU,2005,0
Saudi Arabia,SAU,2006,0
Saudi Arabia,SAU,2007,0
Saudi Arabia,SAU,2008,0.002
Saudi Arabia,SAU,2009,0
Saudi Arabia,SAU,2010,0.009
Saudi Arabia,SAU,2011,0.003
Saudi Arabia,SAU,2012,0.052
Saudi Arabia,SAU,2013,0.043
Saudi Arabia,SAU,2014,0.008
Saudi Arabia,SAU,2015,-0.001
Saudi Arabia,SAU,2016,-0.001
Saudi Arabia,SAU,2017,0.047
Saudi Arabia,SAU,2018,0.369
Saudi Arabia,SAU,2019,2.038
Saudi Arabia,SAU,2020,-0.009
Singapore,SGP,1966,0
Singapore,SGP,1967,0
Singapore,SGP,1968,0
Singapore,SGP,1969,0
Singapore,SGP,1970,0
Singapore,SGP,1971,0
Singapore,SGP,1972,0
Singapore,SGP,1973,0
Singapore,SGP,1974,0
Singapore,SGP,1975,0
Singapore,SGP,1976,0
Singapore,SGP,1977,0
Singapore,SGP,1978,0
Singapore,SGP,1979,0
Singapore,SGP,1980,0
Singapore,SGP,1981,0
Singapore,SGP,1982,0
Singapore,SGP,1983,0
Singapore,SGP,1984,0
Singapore,SGP,1985,0
Singapore,SGP,1986,0.236
